,APG,DBPM,Exp,FG2_pct,FG3_pct,GP,Height,MPG,OBPM,PPG,Player,Pos,RPG,Salary,Salary5,TPG,Team,USG,Year,pct_from_3
667,0.2,,R,0.478,0.273,37,6-6,7.8,,3.9,Shabazz Muhammad,SG,1.4,1887120,324203,0.4,MIN,23.1,2014,0.08900000000000001
668,5.7,1.4,R,0.41,0.33,70,6-1,32.3,0.5,12.8,Trey Burke,PG,3.0,2438760,784160,1.9,UTA,21.8,2014,0.375
669,0.2,1.8,R,0.486,0.355,45,7-1,9.6,,2.3,Rudy Gobert,C,3.4,1078800,21974719,0.7,UTA,14.2,2014,0.0
670,0.3,2.1,R,0.43799999999999994,0.301,43,6-7,9.2,2.0,2.7,Reggie Bullock,SF,1.3,1149000,2500000,0.3,LAC,15.4,2014,0.603
671,0.4,,R,0.542,0.139,52,6-5,10.3,,3.7,Archie Goodwin,SG,1.7,1064400,95600,0.8,PHO,19.4,2014,0.21600000000000003
672,0.1,,R,0.423,0.29,42,7-1,8.6,,2.0,Alex Len,C,2.4,3492720,4187599,0.6,PHO,14.3,2014,0.0
673,1.0,0.5,R,0.419,0.32,82,6-5,26.7,1.9,8.8,Ben McLemore,SG,2.9,2895960,5200000,1.2,SAC,16.9,2014,0.43700000000000006
674,3.1,2.0,1,0.4,0.364,22,6-0,25.9,1.1,12.6,Isaiah Canaan,PG,2.5,816482,997547,1.8,PHI,23.2,2015,0.6559999999999999
675,7.2,,R,0.313,0.273,6,6-1,28.5,,5.7,Tim Frazier,PG,3.2,59686,2090000,3.0,PHI,17.2,2015,0.256
676,0.8,0.7,R,0.461,0.326,62,6-7,17.0,0.6,5.0,James Ennis,SF,2.8,507336,3028410,0.6,MIA,14.6,2015,0.385
677,1.0,,R,0.429,0.308,4,6-4,18.0,2.5,5.5,Sean Kilpatrick,SG,1.5,29843,789725,0.5,MIN,14.6,2015,0.65
678,1.0,1.5,R,1.0,0.344,1,6-2,3.0,15.3,2.0,Briante Weber,PG,1.0,12355,0,0.0,MIA,15.2,2016,0.0
